mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__penalty,params,split0_test_score,split1_test_score,mean_test_score,std_test_score,rank_test_score
0.6190309524536133,0.007078886032104492,0.37882959842681885,0.05049455165863037,l2,{'model__penalty': 'l2'},0.5960189372493723,0.594521470489687,0.5952702038695297,0.0007487333798426588,1
